seconds,mV
18.811,-0.244
18.814,-0.241
18.817,-0.241
18.819,-0.254
18.822,-0.261
18.825,-0.261
18.828,-0.251
18.831,-0.227
18.833,-0.227
18.836,-0.247
18.839,-0.264
18.842,-0.261
18.844,-0.258
18.847,-0.251
18.850,-0.241
18.853,-0.237
18.856,-0.244
18.858,-0.241
18.861,-0.251
18.864,-0.254
18.867,-0.244
18.869,-0.231
18.872,-0.241
18.875,-0.281
18.878,-0.292
18.881,-0.264
18.883,-0.241
18.886,-0.244
18.889,-0.258
18.892,-0.258
18.894,-0.258
18.897,-0.254
18.900,-0.251
18.903,-0.264
18.906,-0.285
18.908,-0.281
18.911,-0.258
18.914,-0.244
18.917,-0.234
18.919,-0.241
18.922,-0.261
18.925,-0.278
18.928,-0.285
18.931,-0.275
18.933,-0.268
18.936,-0.275
18.939,-0.275
18.942,-0.281
18.944,-0.281
18.947,-0.264
18.950,-0.254
18.953,-0.258
18.956,-0.271
18.958,-0.285
18.961,-0.285
18.964,-0.271
18.967,-0.254
18.969,-0.251
18.972,-0.264
18.975,-0.271
18.978,-0.275
18.981,-0.278
18.983,-0.268
18.986,-0.258
18.989,-0.258
18.992,-0.271
18.994,-0.278
18.997,-0.275
19.000,-0.261
19.003,-0.264
19.006,-0.264
19.008,-0.271
19.011,-0.271
19.014,-0.258
19.017,-0.251
19.019,-0.261
19.022,-0.278
19.025,-0.281
19.028,-0.285
19.031,-0.278
19.033,-0.254
19.036,-0.251
19.039,-0.258
19.042,-0.271
19.044,-0.275
19.047,-0.261
19.050,-0.241
19.053,-0.234
19.056,-0.231
19.058,-0.231
19.061,-0.227
19.064,-0.193
19.067,-0.163
19.069,-0.169
19.072,-0.190
19.075,-0.197
19.078,-0.176
19.081,-0.163
19.083,-0.139
19.086,-0.122
19.089,-0.105
19.092,-0.102
19.094,-0.088
19.097,-0.068
19.100,-0.051
19.103,-0.058
19.106,-0.081
19.108,-0.098
19.111,-0.095
19.114,-0.071
19.117,-0.075
19.119,-0.098
19.122,-0.132
19.125,-0.156
19.128,-0.159
19.131,-0.149
19.133,-0.159
19.136,-0.186
19.139,-0.207
19.142,-0.227
19.144,-0.241
19.147,-0.251
19.150,-0.261
19.153,-0.271
19.156,-0.278
19.158,-0.305
19.161,-0.315
19.164,-0.302
19.167,-0.292
19.169,-0.292
19.172,-0.298
19.175,-0.312
19.178,-0.325
19.181,-0.325
19.183,-0.322
19.186,-0.322
19.189,-0.329
19.192,-0.336
19.194,-0.325
19.197,-0.315
19.200,-0.302
19.203,-0.298
19.206,-0.339
19.208,-0.383
19.211,-0.397
19.214,-0.373
19.217,-0.302
19.219,-0.203
19.222,-0.105
19.225,0.017
19.228,0.227
19.231,0.539
19.233,0.953
19.236,1.519
19.239,2.214
19.242,2.902
19.244,3.390
19.247,3.461
19.250,3.169
19.253,2.712
19.256,2.153
19.258,1.390
19.261,0.488
19.264,-0.231
19.267,-0.658
19.269,-0.864
19.272,-0.861
19.275,-0.719
19.278,-0.583
19.281,-0.508
19.283,-0.471
19.286,-0.441
19.289,-0.427
19.292,-0.410
19.294,-0.393
19.297,-0.373
19.300,-0.349
19.303,-0.346
19.306,-0.329
19.308,-0.312
19.311,-0.312
19.314,-0.315
19.317,-0.298
19.319,-0.298
19.322,-0.312
19.325,-0.336
19.328,-0.349
19.331,-0.325
19.333,-0.302
19.336,-0.308
19.339,-0.305
19.342,-0.298
19.344,-0.302
19.347,-0.305
19.350,-0.281
19.353,-0.278
19.356,-0.288
19.358,-0.295
19.361,-0.292
19.364,-0.285
19.367,-0.292
19.369,-0.292
19.372,-0.302
19.375,-0.319
19.378,-0.315
19.381,-0.292
19.383,-0.264
19.386,-0.264
19.389,-0.264
19.392,-0.261
19.394,-0.271
19.397,-0.285
19.400,-0.275
19.403,-0.264
19.406,-0.258
19.408,-0.261
19.411,-0.258
19.414,-0.261
19.417,-0.258
19.419,-0.247
19.422,-0.237
19.425,-0.241
19.428,-0.231
19.431,-0.217
19.433,-0.200
19.436,-0.197
19.439,-0.193
19.442,-0.197
19.444,-0.180
19.447,-0.156
19.450,-0.142
19.453,-0.136
19.456,-0.132
19.458,-0.136
19.461,-0.112
19.464,-0.085
19.467,-0.054
19.469,-0.041
19.472,-0.027
19.475,-0.017
19.478,-0.010
19.481,0.010
19.483,0.054
19.486,0.088
19.489,0.105
19.492,0.115
19.494,0.136
19.497,0.176
19.500,0.224
19.503,0.251
19.506,0.264
19.508,0.292
19.511,0.322
19.514,0.349
19.517,0.386
19.519,0.410
19.522,0.431
19.525,0.441
19.528,0.424
19.531,0.427
19.533,0.458
19.536,0.495
19.539,0.522
19.542,0.532
19.544,0.508
19.547,0.512
19.550,0.542
19.553,0.563
19.556,0.549
19.558,0.519
19.561,0.508
19.564,0.519
19.567,0.525
19.569,0.515
19.572,0.485
19.575,0.458
19.578,0.437
19.581,0.410
19.583,0.383
19.586,0.349
19.589,0.332
19.592,0.288
19.594,0.247
19.597,0.234
19.600,0.224
19.603,0.176
19.606,0.122
19.608,0.081
19.611,0.058
19.614,0.031
19.617,0.007
19.619,-0.017
19.622,-0.054
19.625,-0.095
19.628,-0.122
19.631,-0.136
19.633,-0.136
19.636,-0.139
19.639,-0.146
19.642,-0.163
19.644,-0.200
19.647,-0.231
19.650,-0.237
19.653,-0.244
19.656,-0.254
19.658,-0.264
19.661,-0.258
19.664,-0.237
19.667,-0.251
19.669,-0.268
19.672,-0.268
19.675,-0.271
19.678,-0.288
19.681,-0.308
19.683,-0.325
19.686,-0.319
19.689,-0.315
19.692,-0.332
19.694,-0.346
19.697,-0.322
19.700,-0.308
19.703,-0.322
19.706,-0.342
19.708,-0.349
19.711,-0.339
19.714,-0.349
19.717,-0.353
19.719,-0.353
19.722,-0.349
19.725,-0.339
19.728,-0.346
19.731,-0.342
19.733,-0.322
19.736,-0.315
19.739,-0.312
19.742,-0.346
19.744,-0.359
19.747,-0.342
19.750,-0.315
19.753,-0.308
19.756,-0.308
19.758,-0.302
19.761,-0.292
19.764,-0.285
19.767,-0.285
19.769,-0.285
19.772,-0.281
19.775,-0.275
19.778,-0.268
19.781,-0.258
19.783,-0.244
19.786,-0.241
19.789,-0.244
19.792,-0.258
19.794,-0.264
19.797,-0.244
19.800,-0.217
19.803,-0.200
19.806,-0.200
19.808,-0.207
19.811,-0.210
19.814,-0.197
19.817,-0.169
19.819,-0.149
19.822,-0.163
19.825,-0.197
19.828,-0.231
19.831,-0.231
19.833,-0.224
19.836,-0.231
19.839,-0.237
19.842,-0.231
19.844,-0.224
19.847,-0.217
19.850,-0.224
19.853,-0.217
19.856,-0.217
19.858,-0.224
19.861,-0.231
19.864,-0.234
19.867,-0.224
19.869,-0.227
19.872,-0.231
19.875,-0.231
19.878,-0.227
19.881,-0.234
19.883,-0.231
19.886,-0.224
19.889,-0.214
19.892,-0.224
19.894,-0.251
19.897,-0.244
19.900,-0.247
19.903,-0.258
19.906,-0.264
19.908,-0.258
19.911,-0.251
19.914,-0.258
19.917,-0.254
19.919,-0.251
19.922,-0.261
19.925,-0.268
19.928,-0.258
19.931,-0.241
19.933,-0.241
19.936,-0.247
19.939,-0.261
19.942,-0.268
19.944,-0.264
19.947,-0.234
19.950,-0.200
19.953,-0.197
19.956,-0.231
19.958,-0.281
19.961,-0.312
19.964,-0.298
19.967,-0.275
19.969,-0.271
19.972,-0.275
19.975,-0.278
19.978,-0.268
19.981,-0.254
19.983,-0.247
19.986,-0.254
19.989,-0.261
19.992,-0.281
19.994,-0.295
19.997,-0.281
